Main,,Sukupuolet yhteensä,,,,,,,,,Miehet,,,,,,,,,Naiset,,,,,,,,
Taustamaanosa,Syntyperä,TAUSTAMAA YHTEENSÄ,Suomi,ULKOMAATAUSTAISET YHTEENSÄ,MUUT EU(27)MAAT,MUU EUROOPPA,AFRIKKA,AMERIKKA,AASIA ja OSEANIA,TUNTEMATON,TAUSTAMAA YHTEENSÄ,Suomi,ULKOMAATAUSTAISET YHTEENSÄ,MUUT EU(27)MAAT,MUU EUROOPPA,AFRIKKA,AMERIKKA,AASIA ja OSEANIA,TUNTEMATON,TAUSTAMAA YHTEENSÄ,Suomi,ULKOMAATAUSTAISET YHTEENSÄ,MUUT EU(27)MAAT,MUU EUROOPPA,AFRIKKA,AMERIKKA,AASIA ja OSEANIA,TUNTEMATON
Kauniainen - Grankulla,Väestö yhteensä,8807,8385,422,164,88,23,25,102,20,4256,4058,198,82,35,14,6,50,11,4551,4327,224,82,53,9,19,52,9
,Syntyperältään suomalainen yhteensä,8385,8385,0,0,0,0,0,0,0,4058,4058,0,0,0,0,0,0,0,4327,4327,0,0,0,0,0,0,0
,"Suomalainen, syntynyt Suomessa",8212,8212,0,0,0,0,0,0,0,3979,3979,0,0,0,0,0,0,0,4233,4233,0,0,0,0,0,0,0
,"Suomalainen, syntynyt ulkomailla",173,173,0,0,0,0,0,0,0,79,79,0,0,0,0,0,0,0,94,94,0,0,0,0,0,0,0
,Syntyperältään ulkomaalainen yhteensä,422,0,422,164,88,23,25,102,20,198,0,198,82,35,14,6,50,11,224,0,224,82,53,9,19,52,9
,Ensimmäisen polven ulkomaalainen,385,0,385,154,77,22,24,94,14,177,0,177,75,31,14,6,45,6,208,0,208,79,46,8,18,49,8
,Toisen polven ulkomaalainen,37,0,37,10,11,1,1,8,6,21,0,21,7,4,0,0,5,5,16,0,16,3,7,1,1,3,1
Kaustinen - Kaustby,Väestö yhteensä,4280,4226,54,22,19,0,1,12,0,2157,2135,22,14,7,0,1,0,0,2123,2091,32,8,12,0,0,12,0
,Syntyperältään suomalainen yhteensä,4226,4226,0,0,0,0,0,0,0,2135,2135,0,0,0,0,0,0,0,2091,2091,0,0,0,0,0,0,0
,"Suomalainen, syntynyt Suomessa",4172,4172,0,0,0,0,0,0,0,2109,2109,0,0,0,0,0,0,0,2063,2063,0,0,0,0,0,0,0
,"Suomalainen, syntynyt ulkomailla",54,54,0,0,0,0,0,0,0,26,26,0,0,0,0,0,0,0,28,28,0,0,0,0,0,0,0
,Syntyperältään ulkomaalainen yhteensä,54,0,54,22,19,0,1,12,0,22,0,22,14,7,0,1,0,0,32,0,32,8,12,0,0,12,0
,Ensimmäisen polven ulkomaalainen,52,0,52,22,17,0,1,12,0,21,0,21,14,6,0,1,0,0,31,0,31,8,11,0,0,12,0
,Toisen polven ulkomaalainen,2,0,2,0,2,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0
Keitele,Väestö yhteensä,2524,2500,24,6,9,0,2,7,0,1305,1295,10,4,3,0,1,2,0,1219,1205,14,2,6,0,1,5,0
,Syntyperältään suomalainen yhteensä,2500,2500,0,0,0,0,0,0,0,1295,1295,0,0,0,0,0,0,0,1205,1205,0,0,0,0,0,0,0
,"Suomalainen, syntynyt Suomessa",2495,2495,0,0,0,0,0,0,0,1294,1294,0,0,0,0,0,0,0,1201,1201,0,0,0,0,0,0,0
,"Suomalainen, syntynyt ulkomailla",5,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0
,Syntyperältään ulkomaalainen yhteensä,24,0,24,6,9,0,2,7,0,10,0,10,4,3,0,1,2,0,14,0,14,2,6,0,1,5,0
,Ensimmäisen polven ulkomaalainen,23,0,23,6,9,0,2,6,0,9,0,9,4,3,0,1,1,0,14,0,14,2,6,0,1,5,0
,Toisen polven ulkomaalainen,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Kemi,Väestö yhteensä,22399,21649,750,93,162,64,12,388,31,10988,10628,360,43,67,35,5,189,21,11411,11021,390,50,95,29,7,199,10
,Syntyperältään suomalainen yhteensä,21649,21649,0,0,0,0,0,0,0,10628,10628,0,0,0,0,0,0,0,11021,11021,0,0,0,0,0,0,0
,"Suomalainen, syntynyt Suomessa",21377,21377,0,0,0,0,0,0,0,10481,10481,0,0,0,0,0,0,0,10896,10896,0,0,0,0,0,0,0
,"Suomalainen, syntynyt ulkomailla",272,272,0,0,0,0,0,0,0,147,147,0,0,0,0,0,0,0,125,125,0,0,0,0,0,0,0
,Syntyperältään ulkomaalainen yhteensä,750,0,750,93,162,64,12,388,31,360,0,360,43,67,35,5,189,21,390,0,390,50,95,29,7,199,10
,Ensimmäisen polven ulkomaalainen,636,0,636,78,136,57,12,345,8,295,0,295,34,53,33,5,166,4,341,0,341,44,83,24,7,179,4
,Toisen polven ulkomaalainen,114,0,114,15,26,7,0,43,23,65,0,65,9,14,2,0,23,17,49,0,49,6,12,5,0,20,6
Kemijärvi,Väestö yhteensä,8295,8196,99,22,57,1,4,10,5,4190,4153,37,7,21,1,2,4,2,4105,4043,62,15,36,0,2,6,3
,Syntyperältään suomalainen yhteensä,8196,8196,0,0,0,0,0,0,0,4153,4153,0,0,0,0,0,0,0,4043,4043,0,0,0,0,0,0,0
,"Suomalainen, syntynyt Suomessa",8112,8112,0,0,0,0,0,0,0,4115,4115,0,0,0,0,0,0,0,3997,3997,0,0,0,0,0,0,0
,"Suomalainen, syntynyt ulkomailla",84,84,0,0,0,0,0,0,0,38,38,0,0,0,0,0,0,0,46,46,0,0,0,0,0,0,0
,Syntyperältään ulkomaalainen yhteensä,99,0,99,22,57,1,4,10,5,37,0,37,7,21,1,2,4,2,62,0,62,15,36,0,2,6,3
,Ensimmäisen polven ulkomaalainen,90,0,90,20,51,1,4,10,4,34,0,34,7,18,1,2,4,2,56,0,56,13,33,0,2,6,2
,Toisen polven ulkomaalainen,9,0,9,2,6,0,0,0,1,3,0,3,0,3,0,0,0,0,6,0,6,2,3,0,0,0,1
Keminmaa,Väestö yhteensä,8572,8504,68,33,23,1,4,6,1,4329,4300,29,21,5,0,1,1,1,4243,4204,39,12,18,1,3,5,0
,Syntyperältään suomalainen yhteensä,8504,8504,0,0,0,0,0,0,0,4300,4300,0,0,0,0,0,0,0,4204,4204,0,0,0,0,0,0,0
,"Suomalainen, syntynyt Suomessa",8373,8373,0,0,0,0,0,0,0,4225,4225,0,0,0,0,0,0,0,4148,4148,0,0,0,0,0,0,0
,"Suomalainen, syntynyt ulkomailla",131,131,0,0,0,0,0,0,0,75,75,0,0,0,0,0,0,0,56,56,0,0,0,0,0,0,0
,Syntyperältään ulkomaalainen yhteensä,68,0,68,33,23,1,4,6,1,29,0,29,21,5,0,1,1,1,39,0,39,12,18,1,3,5,0
,Ensimmäisen polven ulkomaalainen,60,0,60,28,21,1,4,6,0,23,0,23,17,4,0,1,1,0,37,0,37,11,17,1,3,5,0
,Toisen polven ulkomaalainen,8,0,8,5,2,0,0,0,1,6,0,6,4,1,0,0,0,1,2,0,2,1,1,0,0,0,0
Kemiönsaari - Kimitoön,Väestö yhteensä,7173,7012,161,111,21,2,7,12,8,3553,3485,68,46,10,1,6,1,4,3620,3527,93,65,11,1,1,11,4
,Syntyperältään suomalainen yhteensä,7012,7012,0,0,0,0,0,0,0,3485,3485,0,0,0,0,0,0,0,3527,3527,0,0,0,0,0,0,0
,"Suomalainen, syntynyt Suomessa",6933,6933,0,0,0,0,0,0,0,3450,3450,0,0,0,0,0,0,0,3483,3483,0,0,0,0,0,0,0
,"Suomalainen, syntynyt ulkomailla",79,79,0,0,0,0,0,0,0,35,35,0,0,0,0,0,0,0,44,44,0,0,0,0,0,0,0
,Syntyperältään ulkomaalainen yhteensä,161,0,161,111,21,2,7,12,8,68,0,68,46,10,1,6,1,4,93,0,93,65,11,1,1,11,4
,Ensimmäisen polven ulkomaalainen,154,0,154,106,21,2,7,12,6,65,0,65,43,10,1,6,1,4,89,0,89,63,11,1,1,11,2
,Toisen polven ulkomaalainen,7,0,7,5,0,0,0,0,2,3,0,3,3,0,0,0,0,0,4,0,4,2,0,0,0,0,2
Kempele,Väestö yhteensä,16182,16012,170,39,65,2,6,53,5,8091,8017,74,23,27,1,1,19,3,8091,7995,96,16,38,1,5,34,2
,Syntyperältään suomalainen yhteensä,16012,16012,0,0,0,0,0,0,0,8017,8017,0,0,0,0,0,0,0,7995,7995,0,0,0,0,0,0,0
,"Suomalainen, syntynyt Suomessa",15812,15812,0,0,0,0,0,0,0,7924,7924,0,0,0,0,0,0,0,7888,7888,0,0,0,0,0,0,0
,"Suomalainen, syntynyt ulkomailla",200,200,0,0,0,0,0,0,0,93,93,0,0,0,0,0,0,0,107,107,0,0,0,0,0,0,0
,Syntyperältään ulkomaalainen yhteensä,170,0,170,39,65,2,6,53,5,74,0,74,23,27,1,1,19,3,96,0,96,16,38,1,5,34,2
,Ensimmäisen polven ulkomaalainen,135,0,135,25,56,2,6,44,2,53,0,53,15,21,1,1,14,1,82,0,82,10,35,1,5,30,1
,Toisen polven ulkomaalainen,35,0,35,14,9,0,0,9,3,21,0,21,8,6,0,0,5,2,14,0,14,6,3,0,0,4,1
Kerava - Kervo,Väestö yhteensä,34549,32449,2100,689,729,111,52,482,37,16847,15835,1012,350,326,78,30,206,22,17702,16614,1088,339,403,33,22,276,15
,Syntyperältään suomalainen yhteensä,32449,32449,0,0,0,0,0,0,0,15835,15835,0,0,0,0,0,0,0,16614,16614,0,0,0,0,0,0,0
,"Suomalainen, syntynyt Suomessa",32202,32202,0,0,0,0,0,0,0,15705,15705,0,0,0,0,0,0,0,16497,16497,0,0,0,0,0,0,0
,"Suomalainen, syntynyt ulkomailla",247,247,0,0,0,0,0,0,0,130,130,0,0,0,0,0,0,0,117,117,0,0,0,0,0,0,0
,Syntyperältään ulkomaalainen yhteensä,2100,0,2100,689,729,111,52,482,37,1012,0,1012,350,326,78,30,206,22,1088,0,1088,339,403,33,22,276,15
,Ensimmäisen polven ulkomaalainen,1825,0,1825,626,624,92,48,405,30,889,0,889,322,278,71,26,172,20,936,0,936,304,346,21,22,233,10
,Toisen polven ulkomaalainen,275,0,275,63,105,19,4,77,7,123,0,123,28,48,7,4,34,2,152,0,152,35,57,12,0,43,5
Kerimäki,Väestö yhteensä,5554,5468,86,11,68,0,1,5,1,2806,2771,35,7,28,0,0,0,0,2748,2697,51,4,40,0,1,5,1
,Syntyperältään suomalainen yhteensä,5468,5468,0,0,0,0,0,0,0,2771,2771,0,0,0,0,0,0,0,2697,2697,0,0,0,0,0,0,0
,"Suomalainen, syntynyt Suomessa",5458,5458,0,0,0,0,0,0,0,2766,2766,0,0,0,0,0,0,0,2692,2692,0,0,0,0,0,0,0
,"Suomalainen, syntynyt ulkomailla",10,10,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0
,Syntyperältään ulkomaalainen yhteensä,86,0,86,11,68,0,1,5,1,35,0,35,7,28,0,0,0,0,51,0,51,4,40,0,1,5,1
,Ensimmäisen polven ulkomaalainen,81,0,81,10,64,0,1,5,1,33,0,33,6,27,0,0,0,0,48,0,48,4,37,0,1,5,1
,Toisen polven ulkomaalainen,5,0,5,1,4,0,0,0,0,2,0,2,1,1,0,0,0,0,3,0,3,0,3,0,0,0,0
Kesälahti,Väestö yhteensä,2362,2288,74,7,63,0,0,3,1,1189,1156,33,4,28,0,0,0,1,1173,1132,41,3,35,0,0,3,0
,Syntyperältään suomalainen yhteensä,2288,2288,0,0,0,0,0,0,0,1156,1156,0,0,0,0,0,0,0,1132,1132,0,0,0,0,0,0,0
,"Suomalainen, syntynyt Suomessa",2280,2280,0,0,0,0,0,0,0,1154,1154,0,0,0,0,0,0,0,1126,1126,0,0,0,0,0,0,0
,"Suomalainen, syntynyt ulkomailla",8,8,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0
,Syntyperältään ulkomaalainen yhteensä,74,0,74,7,63,0,0,3,1,33,0,33,4,28,0,0,0,1,41,0,41,3,35,0,0,3,0
,Ensimmäisen polven ulkomaalainen,74,0,74,7,63,0,0,3,1,33,0,33,4,28,0,0,0,1,41,0,41,3,35,0,0,3,0
,Toisen polven ulkomaalainen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Keuruu,Väestö yhteensä,10574,10438,136,23,89,5,4,9,6,5147,5087,60,9,44,3,0,3,1,5427,5351,76,14,45,2,4,6,5
,Syntyperältään suomalainen yhteensä,10438,10438,0,0,0,0,0,0,0,5087,5087,0,0,0,0,0,0,0,5351,5351,0,0,0,0,0,0,0
,"Suomalainen, syntynyt Suomessa",10362,10362,0,0,0,0,0,0,0,5045,5045,0,0,0,0,0,0,0,5317,5317,0,0,0,0,0,0,0
,"Suomalainen, syntynyt ulkomailla",76,76,0,0,0,0,0,0,0,42,42,0,0,0,0,0,0,0,34,34,0,0,0,0,0,0,0
,Syntyperältään ulkomaalainen yhteensä,136,0,136,23,89,5,4,9,6,60,0,60,9,44,3,0,3,1,76,0,76,14,45,2,4,6,5
,Ensimmäisen polven ulkomaalainen,124,0,124,23,81,5,4,9,2,56,0,56,9,41,3,0,3,0,68,0,68,14,40,2,4,6,2
,Toisen polven ulkomaalainen,12,0,12,0,8,0,0,0,4,4,0,4,0,3,0,0,0,1,8,0,8,0,5,0,0,0,3
Kihniö,Väestö yhteensä,2179,2155,24,17,6,0,0,0,1,1104,1089,15,12,2,0,0,0,1,1075,1066,9,5,4,0,0,0,0
,Syntyperältään suomalainen yhteensä,2155,2155,0,0,0,0,0,0,0,1089,1089,0,0,0,0,0,0,0,1066,1066,0,0,0,0,0,0,0
,"Suomalainen, syntynyt Suomessa",2144,2144,0,0,0,0,0,0,0,1084,1084,0,0,0,0,0,0,0,1060,1060,0,0,0,0,0,0,0
,"Suomalainen, syntynyt ulkomailla",11,11,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0
,Syntyperältään ulkomaalainen yhteensä,24,0,24,17,6,0,0,0,1,15,0,15,12,2,0,0,0,1,9,0,9,5,4,0,0,0,0
,Ensimmäisen polven ulkomaalainen,21,0,21,15,6,0,0,0,0,13,0,13,11,2,0,0,0,0,8,0,8,4,4,0,0,0,0
,Toisen polven ulkomaalainen,3,0,3,2,0,0,0,0,1,2,0,2,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0
Kiikoinen,Väestö yhteensä,1265,1261,4,2,1,0,0,0,1,627,626,1,1,0,0,0,0,0,638,635,3,1,1,0,0,0,1
,Syntyperältään suomalainen yhteensä,1261,1261,0,0,0,0,0,0,0,626,626,0,0,0,0,0,0,0,635,635,0,0,0,0,0,0,0
,"Suomalainen, syntynyt Suomessa",1256,1256,0,0,0,0,0,0,0,623,623,0,0,0,0,0,0,0,633,633,0,0,0,0,0,0,0
,"Suomalainen, syntynyt ulkomailla",5,5,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0
,Syntyperältään ulkomaalainen yhteensä,4,0,4,2,1,0,0,0,1,1,0,1,1,0,0,0,0,0,3,0,3,1,1,0,0,0,1
,Ensimmäisen polven ulkomaalainen,3,0,3,2,1,0,0,0,0,1,0,1,1,0,0,0,0,0,2,0,2,1,1,0,0,0,0
,Toisen polven ulkomaalainen,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
Kiiminki,Väestö yhteensä,13252,13116,136,34,48,4,10,35,5,6724,6651,73,23,26,2,5,14,3,6528,6465,63,11,22,2,5,21,2
,Syntyperältään suomalainen yhteensä,13116,13116,0,0,0,0,0,0,0,6651,6651,0,0,0,0,0,0,0,6465,6465,0,0,0,0,0,0,0
,"Suomalainen, syntynyt Suomessa",12932,12932,0,0,0,0,0,0,0,6559,6559,0,0,0,0,0,0,0,6373,6373,0,0,0,0,0,0,0
,"Suomalainen, syntynyt ulkomailla",184,184,0,0,0,0,0,0,0,92,92,0,0,0,0,0,0,0,92,92,0,0,0,0,0,0,0
,Syntyperältään ulkomaalainen yhteensä,136,0,136,34,48,4,10,35,5,73,0,73,23,26,2,5,14,3,63,0,63,11,22,2,5,21,2
,Ensimmäisen polven ulkomaalainen,113,0,113,23,46,4,10,28,2,63,0,63,18,25,2,5,12,1,50,0,50,5,21,2,5,16,1
,Toisen polven ulkomaalainen,23,0,23,11,2,0,0,7,3,10,0,10,5,1,0,0,2,2,13,0,13,6,1,0,0,5,1
Kinnula,Väestö yhteensä,1816,1803,13,5,5,0,0,2,1,983,976,7,3,1,0,0,2,1,833,827,6,2,4,0,0,0,0
,Syntyperältään suomalainen yhteensä,1803,1803,0,0,0,0,0,0,0,976,976,0,0,0,0,0,0,0,827,827,0,0,0,0,0,0,0
,"Suomalainen, syntynyt Suomessa",1781,1781,0,0,0,0,0,0,0,964,964,0,0,0,0,0,0,0,817,817,0,0,0,0,0,0,0
,"Suomalainen, syntynyt ulkomailla",22,22,0,0,0,0,0,0,0,12,12,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0
,Syntyperältään ulkomaalainen yhteensä,13,0,13,5,5,0,0,2,1,7,0,7,3,1,0,0,2,1,6,0,6,2,4,0,0,0,0
,Ensimmäisen polven ulkomaalainen,12,0,12,5,5,0,0,2,0,6,0,6,3,1,0,0,2,0,6,0,6,2,4,0,0,0,0
,Toisen polven ulkomaalainen,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Kirkkonummi - Kyrkslätt,Väestö yhteensä,37192,35424,1768,756,632,47,66,215,52,18548,17630,918,446,286,31,35,92,28,18644,17794,850,310,346,16,31,123,24
,Syntyperältään suomalainen yhteensä,35424,35424,0,0,0,0,0,0,0,17630,17630,0,0,0,0,0,0,0,17794,17794,0,0,0,0,0,0,0
,"Suomalainen, syntynyt Suomessa",34919,34919,0,0,0,0,0,0,0,17379,17379,0,0,0,0,0,0,0,17540,17540,0,0,0,0,0,0,0
,"Suomalainen, syntynyt ulkomailla",505,505,0,0,0,0,0,0,0,251,251,0,0,0,0,0,0,0,254,254,0,0,0,0,0,0,0
,Syntyperältään ulkomaalainen yhteensä,1768,0,1768,756,632,47,66,215,52,918,0,918,446,286,31,35,92,28,850,0,850,310,346,16,31,123,24
,Ensimmäisen polven ulkomaalainen,1537,0,1537,699,505,44,59,193,37,816,0,816,419,230,30,31,85,21,721,0,721,280,275,14,28,108,16
,Toisen polven ulkomaalainen,231,0,231,57,127,3,7,22,15,102,0,102,27,56,1,4,7,7,129,0,129,30,71,2,3,15,8
Kitee,Väestö yhteensä,9153,8871,282,22,249,2,3,6,0,4561,4452,109,12,92,2,2,1,0,4592,4419,173,10,157,0,1,5,0
,Syntyperältään suomalainen yhteensä,8871,8871,0,0,0,0,0,0,0,4452,4452,0,0,0,0,0,0,0,4419,4419,0,0,0,0,0,0,0
,"Suomalainen, syntynyt Suomessa",8837,8837,0,0,0,0,0,0,0,4433,4433,0,0,0,0,0,0,0,4404,4404,0,0,0,0,0,0,0
,"Suomalainen, syntynyt ulkomailla",34,34,0,0,0,0,0,0,0,19,19,0,0,0,0,0,0,0,15,15,0,0,0,0,0,0,0
,Syntyperältään ulkomaalainen yhteensä,282,0,282,22,249,2,3,6,0,109,0,109,12,92,2,2,1,0,173,0,173,10,157,0,1,5,0
,Ensimmäisen polven ulkomaalainen,262,0,262,19,232,2,3,6,0,97,0,97,9,83,2,2,1,0,165,0,165,10,149,0,1,5,0
,Toisen polven ulkomaalainen,20,0,20,3,17,0,0,0,0,12,0,12,3,9,0,0,0,0,8,0,8,0,8,0,0,0,0
Kittilä,Väestö yhteensä,6279,6141,138,60,57,4,1,10,6,3185,3115,70,35,23,2,1,5,4,3094,3026,68,25,34,2,0,5,2
,Syntyperältään suomalainen yhteensä,6141,6141,0,0,0,0,0,0,0,3115,3115,0,0,0,0,0,0,0,3026,3026,0,0,0,0,0,0,0
,"Suomalainen, syntynyt Suomessa",6048,6048,0,0,0,0,0,0,0,3073,3073,0,0,0,0,0,0,0,2975,2975,0,0,0,0,0,0,0
,"Suomalainen, syntynyt ulkomailla",93,93,0,0,0,0,0,0,0,42,42,0,0,0,0,0,0,0,51,51,0,0,0,0,0,0,0
,Syntyperältään ulkomaalainen yhteensä,138,0,138,60,57,4,1,10,6,70,0,70,35,23,2,1,5,4,68,0,68,25,34,2,0,5,2
,Ensimmäisen polven ulkomaalainen,131,0,131,57,56,4,0,10,4,65,0,65,33,23,2,0,5,2,66,0,66,24,33,2,0,5,2
,Toisen polven ulkomaalainen,7,0,7,3,1,0,1,0,2,5,0,5,2,0,0,1,0,2,2,0,2,1,1,0,0,0,0
Kiuruvesi,Väestö yhteensä,9063,8982,81,20,56,1,0,3,1,4521,4483,38,11,24,1,0,1,1,4542,4499,43,9,32,0,0,2,0
,Syntyperältään suomalainen yhteensä,8982,8982,0,0,0,0,0,0,0,4483,4483,0,0,0,0,0,0,0,4499,4499,0,0,0,0,0,0,0
,"Suomalainen, syntynyt Suomessa",8936,8936,0,0,0,0,0,0,0,4457,4457,0,0,0,0,0,0,0,4479,4479,0,0,0,0,0,0,0
,"Suomalainen, syntynyt ulkomailla",46,46,0,0,0,0,0,0,0,26,26,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0
,Syntyperältään ulkomaalainen yhteensä,81,0,81,20,56,1,0,3,1,38,0,38,11,24,1,0,1,1,43,0,43,9,32,0,0,2,0
,Ensimmäisen polven ulkomaalainen,68,0,68,18,46,1,0,3,0,32,0,32,9,21,1,0,1,0,36,0,36,9,25,0,0,2,0
,Toisen polven ulkomaalainen,13,0,13,2,10,0,0,0,1,6,0,6,2,3,0,0,0,1,7,0,7,0,7,0,0,0,0
Kivijärvi,Väestö yhteensä,1334,1322,12,4,6,0,1,1,0,688,685,3,2,1,0,0,0,0,646,637,9,2,5,0,1,1,0
,Syntyperältään suomalainen yhteensä,1322,1322,0,0,0,0,0,0,0,685,685,0,0,0,0,0,0,0,637,637,0,0,0,0,0,0,0
,"Suomalainen, syntynyt Suomessa",1317,1317,0,0,0,0,0,0,0,681,681,0,0,0,0,0,0,0,636,636,0,0,0,0,0,0,0
,"Suomalainen, syntynyt ulkomailla",5,5,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
,Syntyperältään ulkomaalainen yhteensä,12,0,12,4,6,0,1,1,0,3,0,3,2,1,0,0,0,0,9,0,9,2,5,0,1,1,0
,Ensimmäisen polven ulkomaalainen,9,0,9,4,3,0,1,1,0,2,0,2,2,0,0,0,0,0,7,0,7,2,3,0,1,1,0
,Toisen polven ulkomaalainen,3,0,3,0,3,0,0,0,0,1,0,1,0,1,0,0,0,0,2,0,2,0,2,0,0,0,0
Kokemäki - Kumo,Väestö yhteensä,7922,7760,162,54,85,3,1,17,2,3883,3803,80,36,37,3,0,2,2,4039,3957,82,18,48,0,1,15,0
,Syntyperältään suomalainen yhteensä,7760,7760,0,0,0,0,0,0,0,3803,3803,0,0,0,0,0,0,0,3957,3957,0,0,0,0,0,0,0
,"Suomalainen, syntynyt Suomessa",7732,7732,0,0,0,0,0,0,0,3790,3790,0,0,0,0,0,0,0,3942,3942,0,0,0,0,0,0,0
,"Suomalainen, syntynyt ulkomailla",28,28,0,0,0,0,0,0,0,13,13,0,0,0,0,0,0,0,15,15,0,0,0,0,0,0,0
,Syntyperältään ulkomaalainen yhteensä,162,0,162,54,85,3,1,17,2,80,0,80,36,37,3,0,2,2,82,0,82,18,48,0,1,15,0
,Ensimmäisen polven ulkomaalainen,151,0,151,52,77,3,0,17,2,73,0,73,35,31,3,0,2,2,78,0,78,17,46,0,0,15,0
,Toisen polven ulkomaalainen,11,0,11,2,8,0,1,0,0,7,0,7,1,6,0,0,0,0,4,0,4,1,2,0,1,0,0
Kokkola - Karleby,Väestö yhteensä,46585,45447,1138,204,271,217,45,367,34,22871,22278,593,108,118,137,23,185,22,23714,23169,545,96,153,80,22,182,12
,Syntyperältään suomalainen yhteensä,45447,45447,0,0,0,0,0,0,0,22278,22278,0,0,0,0,0,0,0,23169,23169,0,0,0,0,0,0,0
,"Suomalainen, syntynyt Suomessa",44913,44913,0,0,0,0,0,0,0,21989,21989,0,0,0,0,0,0,0,22924,22924,0,0,0,0,0,0,0
,"Suomalainen, syntynyt ulkomailla",534,534,0,0,0,0,0,0,0,289,289,0,0,0,0,0,0,0,245,245,0,0,0,0,0,0,0
,Syntyperältään ulkomaalainen yhteensä,1138,0,1138,204,271,217,45,367,34,593,0,593,108,118,137,23,185,22,545,0,545,96,153,80,22,182,12
,Ensimmäisen polven ulkomaalainen,1001,0,1001,187,228,172,42,349,23,520,0,520,100,93,114,21,177,15,481,0,481,87,135,58,21,172,8
,Toisen polven ulkomaalainen,137,0,137,17,43,45,3,18,11,73,0,73,8,25,23,2,8,7,64,0,64,9,18,22,1,10,4
Kolari,Väestö yhteensä,3836,3763,73,48,18,0,1,3,3,1988,1954,34,18,10,0,1,3,2,1848,1809,39,30,8,0,0,0,1
,Syntyperältään suomalainen yhteensä,3763,3763,0,0,0,0,0,0,0,1954,1954,0,0,0,0,0,0,0,1809,1809,0,0,0,0,0,0,0
,"Suomalainen, syntynyt Suomessa",3708,3708,0,0,0,0,0,0,0,1921,1921,0,0,0,0,0,0,0,1787,1787,0,0,0,0,0,0,0
,"Suomalainen, syntynyt ulkomailla",55,55,0,0,0,0,0,0,0,33,33,0,0,0,0,0,0,0,22,22,0,0,0,0,0,0,0
,Syntyperältään ulkomaalainen yhteensä,73,0,73,48,18,0,1,3,3,34,0,34,18,10,0,1,3,2,39,0,39,30,8,0,0,0,1
,Ensimmäisen polven ulkomaalainen,65,0,65,42,18,0,1,3,1,28,0,28,14,10,0,1,3,0,37,0,37,28,8,0,0,0,1
,Toisen polven ulkomaalainen,8,0,8,6,0,0,0,0,2,6,0,6,4,0,0,0,0,2,2,0,2,2,0,0,0,0,0
Konnevesi,Väestö yhteensä,2924,2903,21,11,5,0,0,3,2,1506,1499,7,3,2,0,0,2,0,1418,1404,14,8,3,0,0,1,2
,Syntyperältään suomalainen yhteensä,2903,2903,0,0,0,0,0,0,0,1499,1499,0,0,0,0,0,0,0,1404,1404,0,0,0,0,0,0,0
,"Suomalainen, syntynyt Suomessa",2891,2891,0,0,0,0,0,0,0,1496,1496,0,0,0,0,0,0,0,1395,1395,0,0,0,0,0,0,0
,"Suomalainen, syntynyt ulkomailla",12,12,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0
,Syntyperältään ulkomaalainen yhteensä,21,0,21,11,5,0,0,3,2,7,0,7,3,2,0,0,2,0,14,0,14,8,3,0,0,1,2
,Ensimmäisen polven ulkomaalainen,21,0,21,11,5,0,0,3,2,7,0,7,3,2,0,0,2,0,14,0,14,8,3,0,0,1,2
,Toisen polven ulkomaalainen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kontiolahti,Väestö yhteensä,14000,13705,295,33,118,119,6,17,2,7107,6972,135,22,41,62,4,4,2,6893,6733,160,11,77,57,2,13,0
,Syntyperältään suomalainen yhteensä,13705,13705,0,0,0,0,0,0,0,6972,6972,0,0,0,0,0,0,0,6733,6733,0,0,0,0,0,0,0
,"Suomalainen, syntynyt Suomessa",13647,13647,0,0,0,0,0,0,0,6943,6943,0,0,0,0,0,0,0,6704,6704,0,0,0,0,0,0,0
